file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
61320_199211_pp_wostw.txt,4915,1984,383,7,31.70967741935484,2.470967741935484
61320_200411_pp_wostw.txt,9592,2805,878,7,56.423529411764704,5.1647058823529415
61320_201211_pp_wostw.txt,14127,3224,1315,7,26.5046904315197,2.4671669793621014
61320_201611_pp_wostw.txt,15227,3646,1486,7,23.829420970266042,2.325508607198748
61320_202011_pp_wostw.txt,25870,4782,2587,7,27.90722761596548,2.790722761596548
61620_200411_pp_wostw.txt,23420,4764,1764,7,132.31638418079095,9.966101694915254
61620_200811_pp_wostw.txt,12991,3797,1002,7,35.494535519125684,2.737704918032787
61620_201211_pp_wostw.txt,16062,4495,1577,7,22.75070821529745,2.23371104815864
61620_201611_pp_wostw.txt,20081,5075,2192,7,22.287458379578247,2.432852386237514
Mean_values,15227.0,3797.0,1486.0,7.0,27.90722761596548,2.470967741935484
